4/21/2021 "Final Plat - McClellan Ranch - Parcels 2B & 3B - PLAT 200601 - North of Dobbins Road, West of 67th Avenue Alignment" government
4/21/2021 "Final Plat - Retreat at Tuscano - PLAT 200600 - Southwest Corner of 75th Avenue and Lower Buckeye Road" infrastructure
4/21/2021 "Final Plat - Zora Encanto - PLAT 200597 - Northeast Corner of 83rd Avenue and Encanto Boulevard" infrastructure
4/21/2021 "Final Plat - Talinn Phase 2 - PLAT 200545 - North of Deer Valley Road and East of 56th Street" infrastructure
4/21/2021 "Amend City Code - Ordinance Adoption - Rezoning Application Z-6-21-7 - Southwest Corner of 35th Avenue and the Durango Street Alignment (Ordinance G-6836)" infrastructure
4/21/2021 "Final Plat - Lexia Manor - PLAT 200579 - South of State Avenue and East of 15th Avenue" economy
4/21/2021 "Authorization to Convert Temporary Full-Time Positions to Regular Full-Time Positions to Support Human Services Department Business and Workforce Development Services (Ordinance S-47496)" economy
4/21/2021 "Northwest Valley Transportation - Construction Manager at Risk Preconstruction Services - ST85100449 (Ordinance S-47495)" infrastructure
4/21/2021 "Request Authorization to Submit Federal Transit Administration Coronavirus Grant Applications (Ordinance S-47494)" welfare
4/21/2021 "Downtown Shared Electric Scooter Pilot Program Fee Increases to Ensure Full Cost Recovery (Ordinance G-6835)" infrastructure
4/21/2021 "Final Plat - Mesquite Terrace - PLAT 200534 - North of Camelback Road on the East Side of 19th Avenue" infrastructure
4/21/2021 "Executive Hangar Lease at Phoenix Sky Harbor International Airport (Ordinance S-47493)" infrastructure
4/21/2021 "Abandonment of Right-of-Way - V190022A - 214 S. 37th Street (Resolution 21918)" infrastructure
4/21/2021 "Final Plat - Norterra PUD Parcels 7, 8 & 9 - PLAT 200635 - North of Happy Valley Road and East of 21st Avenue" government
4/21/2021 "Amend City Code - Official Supplementary Zoning Map 1212 (Ordinance G-6834)" infrastructure
4/21/2021 "Transfer of Retirement Funds to Arizona State Retirement System (Ordinance S-47492)" welfare
4/21/2021 "The Myers-Briggs Company" welfare
4/21/2021 "Purchase of Property and Casualty Insurance Policies for the City of Phoenix (Ordinance S-47491)" infrastructure
4/21/2021 "Applied Concepts, Inc. doing business as Stalker Radar" informal
"Not Available" "Heavy Duty Fleet, Construction and Agricultural/Industrial Parts, Service and Accessories - COOP 21-067 (Ordinance S-47490)" infrastructure
4/21/2021 "Final Plat - Shops at Chauncey Mayo - PLAT 200624 - Southeast Corner of Allied Way and Mayo Boulevard" economy
4/21/2021 "Callyo 2009 Corp. doing business as Callyo" economy
"Not Available" "Kandy Lynn Evans" economy
4/21/2021 "Authorization to Enter into Revocable License with Hunter Contracting Co. for City-Owned Property Located at 3345 E. Roeser Road (Ordinance S-47489)" welfare
4/21/2021 "Abandonment of Easement - ABND 200532 - Southwest Corner of Baseline Road and 43rd Avenue (Resolution 21917)" welfare
4/21/2021 "Riverware Software Agreement with University of Colorado - Request for Award (Ordinance S-47488)" welfare
4/21/2021 "Abandonment of Easement - ABND 200510 - Northeast Corner of Happy Valley Road and Norterra Parkway (Resolution 21916)" infrastructure
4/21/2021 "Purchase Street Sweepers - COOP 21-071 (Ordinance S-47487)" economy
4/21/2021 "Acceptance of Easements for Sewer and Vehicular Non-Access Purposes (Ordinance S-47486)" welfare
4/21/2021 "Fuel Supply System Compliance Inspection, Testing, Maintenance and Repair Services - Agreement Recommendation (Ordinance S-47485)" infrastructure
4/21/2021 "Aviation Glass Repair, Replacement and Maintenance Services Agreement (Ordinance S-47484)" infrastructure
"Not Available" "Acceptance and Dedication of Easements for Sidewalk and Public Utility Purposes (Ordinance S-47483)" infrastructure
4/21/2021 "Authorization to Grant Temporary Construction Easement and Dedicate Sidewalk Easement over Portion of City-owned Property Along West Lynne Lane at 11th Avenue (Ordinance S-47482)" infrastructure
4/21/2021 "Amend Ordinance for Acquisition of Real Property for Street Improvement Project from Mountain View Road to Peoria Avenue between 15th and 7th Avenues (Ordinance S-47481)" infrastructure
4/21/2021 "Generator Maintenance Service and Fuel Supply - Request for Award (Ordinance S-47480)" infrastructure
4/21/2021 "Indian School Fiber Transportation Enhancement - Design-Bid-Build Services - ST89360035 (Ordinance S-47479)" infrastructure
4/21/2021 "Agreement with Valley Metro Rail, Inc. for Northwest Extension Phase II Light Rail Train Project Utility Relocation Services - WS85500330 (Ordinance S-47478)" infrastructure
4/21/2021 "Falcon Park and Momo Park Renovations - Engineering Services - PA75200491 (Ordinance S-47477)" infrastructure
4/21/2021 "Microbiological Products Agreement - Request for Award (Ordinance S-47476)" welfare
4/21/2021 "Request to Amend Contract with Teaching Strategies, LLC for Head Start Birth to Five Program (Ordinance S-47475)" welfare
4/21/2021 "Forklifts - Agreement Recommendation (Ordinance S-47474)" infrastructure
4/21/2021 "3rd Street Promenade: Garfield Street to Indian School Road Modernization - Design-Bid-Build Services - ST87100162 (Ordinance S-47473)" infrastructure
4/21/2021 "Fluid Analysis - Agreement Recommendation (Ordinance S-47472)" infrastructure
4/21/2021 "Centrifuges Agreement for Water Production Plants - Request for Award (Ordinance S-47471)" infrastructure
4/21/2021 "Authorization to Accept Easements for Traffic Control Purposes Along 7th Avenue, South of Buckeye Road (Ordinance S-47470)" infrastructure
4/21/2021 "Acquisition of Real Property for Roadway and Railroad Improvements at the Intersection of West Thomas Road and North 27th Avenue (Ordinance S-47469)" infrastructure
4/21/2021 "Grand Canal Phase III - Construction Manager at Risk Preconstruction Services - ST87600131 (Ordinance S-47468)" infrastructure
4/21/2021 "Lease of City-Owned Property to AIA Arizona, American Institute of Architects - Amendment 3 (Ordinance S-47467)" infrastructure
4/21/2021 "Public Communication Equipment and Services - COOP 20-077 (Ordinance S-47466)" infrastructure
4/21/2021 "Smoke-free Parks Policy" infrastructure
4/21/2021 "2021-2022 CDBG Neighborhood Economic Development Programs" welfare
4/21/2021 "2021-22 CDBG Neighborhood Infrastructure and Enhancement Programs" infrastructure
4/21/2021 "2021-2022 CDBG Reprogramming Request" infrastructure
"Not Available" "2021-2022 Housing and Urban Development Consolidated Plan Annual Action Plan" welfare
4/21/2021 "Three-Year Agreement with Phoenix Sister Cities, Inc." infrastructure
"Not Available" "Consular Cards" "foreign policy"
4/21/2021 "2021 Fair Housing Month Activities" welfare
4/21/2021 "Summary of Virtual Community Budget Hearing Minutes, Electronic and Voicemail Budget Comments, and the FundPHX March 2021 Monthly Report" welfare
4/21/2021 "2021 State Legislative Report" government
4/21/2021 "Emergency Rental Assistance Program Weekly Update" infrastructure
4/28/2021 "Cesar Chavez Ceremonial Street Signage" infrastructure
"Not Available" "Maricopa Association of Governments Regional Homelessness Planning Efforts" welfare
"Not Available" "2021-2022 Neighborhood Services Department Housing Rehabilitation Programs" welfare
"Not Available" "2021-22 CDBG Public Service and Public Facility Request for Proposals" infrastructure
"Not Available" "Community input is a valuable part of the annual budget process. To leave an electronic comment registering your support or opposition to the City Manager's Trial Budget, click Comment. To view a copy of the City Manager's Trial Budget, visit the Virtual Community Budget Hearings Page." infrastructure
"Not Available" "OPCIONES PARA ASISTIR LA AUDIENCIA

Solicitud para hablar o comentar:

- Regístrese para hablar o comentar en línea visitando la página de la audiencia virtual en phoenix.gov al menos 1 hora antes del inicio de esta audiencia. 

- Regístrese para hablar por teléfono al 602-262-6001 al menos 1 hora antes del inicio de esta audiencia. Luego, use el número de teléfono y el ID de reunión que se enumeran a continuación a la hora de la audiencia para asistir y hablar.

A la hora de la audiencia:

- Vea la audiencia transmitida en vivo en phoenix.gov o Phoenix Canal 11 en cable Cox, o usand" government
4/13/2021 "OPCIONES PARA ASISTIR LA AUDIENCIA

Solicitud para hablar o comentar:

- Regístrese para hablar o comentar en línea visitando la página de la audiencia virtual en phoenix.gov al menos 1 hora antes del inicio de esta audiencia. 

- Regístrese para hablar por teléfono al 602-262-6001 al menos 1 hora antes del inicio de esta audiencia. Luego, use el número de teléfono y el ID de reunión que se enumeran a continuación a la hora de la audiencia para asistir y hablar.

A la hora de la audiencia:

- Vea la audiencia transmitida en vivo en phoenix.gov o Phoenix Canal 11 en cable Cox, o usando el enlac" government
"Not Available" "Mayor and Council Appointments to Boards and Commissions" government
4/21/2021 "Banner Employer Solutions, LLC, Vaccine Administration Services (Ordinance S-47464)" welfare
4/21/2021 "Authorization to Enter into Contracts with Central Arizona Shelter Services and the Human Services Campus (Ordinance S-47463)" welfare
"Not Available" "Amendment to Financial Advisory Services Contract with Rounds Consulting Group Inc. to Add Downtown Absorption Rate Study (Ordinance S-47462)" infrastructure
"Not Available" "Consideration of Citizen Petitions" government
"Not Available" "Amend Contract with Maricopa County Department of Public Health to Provide Seasonal Influenza and Other Vaccines (Ordinance S-47461)" welfare
"Not Available" "(CONTINUED FROM MARCH 3 AND 17, 2021) - Public Hearing and Ordinance Adoption - Amend City Code - Rezoning Application Z-56-20-4 - Southeast Corner of 3rd Avenue and Coolidge Street (Ordinance G-6818)" infrastructure
"Not Available" "Amendments to Pay Ordinance S-45840 in Accordance with Human Resources Committee 609 Recommendations (Ordinance S-47460)" economy
4/7/2021 "Amendments to Classification Ordinance S-5815 in Accordance with Human Resources Committee 609 Recommendations (Ordinance S-47459)" economy
"Not Available" "Approving the Memorandum of Understanding Between City of Phoenix and Phoenix Fire Fighters Association, IAFF Local 493 (Unit 5) (Resolution 21915)" infrastructure
4/7/2021 "Public Comment on Proposed MOU Between City of Phoenix and Phoenix Fire Fighters Association, IAFF Local 493 (Unit 5)" infrastructure
4/7/2021 "Approving the Memorandum of Understanding Between City of Phoenix and Phoenix Law Enforcement Association, PLEA (Unit 4) (Resolution 21914)" law
4/7/2021 "Public Comment on Proposed MOU Between City of Phoenix and Phoenix Law Enforcement Association, PLEA (Unit 4)" law
4/7/2021 "Approving the Memorandum of Understanding Between City of Phoenix and LIUNA, Local 777 (Unit 1) (Resolution 21913)" infrastructure
4/7/2021 "Public Comment on Proposed MOU Between City of Phoenix and LIUNA, Local 777 (Unit 1)" infrastructure
4/7/2021 "Public Hearing and Resolution Adoption - General Plan Amendment GPA-AL-NM-1-19-4-5 (19 North TOD Policy Plan) - Area generally bounded by Dunlap Avenue on the North, 15th Avenue on the East, Montebello Avenue on the South, and 23rd Avenue on the West (Resolution 21912)" infrastructure
"Not Available" "Wireless Communication Services, Accessories, and Equipment (Ordinance S-47458)" infrastructure
4/7/2021 "Off-Track Pari-Mutuel Wagering Permit Renewal - Longshots Bar & Grill" infrastructure
4/7/2021 "Off-Track Pari-Mutuel Wagering Permit Renewal - The Burg Sports Grill" welfare
"Not Available" "Off-Track Pari-Mutuel Wagering Permit Renewal - Gallagher's" infrastructure
"Not Available" "Off-Track Pari-Mutuel Wagering Permit Renewal - Casey Jones Grill" infrastructure
"Not Available" "Off-Track Pari-Mutuel Wagering Permit Renewal - Arena Sports Grill" welfare
"Not Available" "Off-Track Pari-Mutuel Wagering Permit Renewal - Bleacher's Sports Grill" welfare
"Not Available" "Multi-City Subregional Operating Group User Charge Rates for Fiscal Year 2022 (Ordinance G-6833)" economy
"Not Available" "***REQUEST TO WITHDRAW (SEE ATTACHED MEMO)*** Amend City Code - Ordinance Adoption - Rezoning Application Z-41-20-3 (Honor Health Outpatient Medical Center - Shea PUD) - Approximately 400 Feet West of the Northwest Corner of 54th Street and Shea Boulevard (Ordinance G-6832)" welfare
4/7/2021 "Off-Track Pari-Mutuel Wagering Permit Renewal - Armadillo Grill" infrastructure
4/7/2021 "Off-Track Pari-Mutuel Wagering Permit Renewal - Big Daddy's Sports Lounge" welfare
"Not Available" "Off-Track Pari-Mutuel Wagering Permit Renewal - Azool Grill" infrastructure
"Not Available" "Off-Track Pari-Mutuel Wagering Permit Renewal - American Legion #1" infrastructure
"Not Available" "Off-Track Pari-Mutuel Wagering Permit Renewal - Gallagher's Food and Fun" welfare
"Not Available" "Off-Track Pari-Mutuel Wagering Permit Renewal - Roman's County Line" infrastructure
"Not Available" "Off-Track Pari-Mutuel Wagering Permit Renewal - Padre Murphy's" infrastructure
"Not Available" "Off-Track Pari-Mutuel Wagering Permit Renewal - Mr. Haney's" infrastructure
"Not Available" "Abandonment of Easement - V190048A - West of 23rd Street, between Glenn Drive and Lincoln Way (Resolution 21911)" infrastructure
"Not Available" "Phoenix Public Library Phased Reopening Plan for In-Building Visits" welfare
"Not Available" "Final Plat - Hayden Views Amended - PLAT 200546 - 7040 N. 23rd St." environment
4/7/2021 "Settlement of Claim(s) Gonzales v. City of Phoenix" infrastructure
4/7/2021 "Amend City Code - Ordinance Adoption - Rezoning Application Z-55-20-7 - Approximately 200 Feet North of the Northwest Corner of 9th Avenue and Minton Street (Ordinance G-6831)" infrastructure
